age_category,session_duration,tracks_listened,unique_artists
50+,20.075742828305156,4,1
18-25,16.188305838967647,3,1
36-50,27.680067328837648,5,1
Under 18,23.37853677156971,5,3
26-35,29.950594330006044,6,2
26-35,37.28137195162476,10,4
26-35,30.67554146774419,6,2
18-25,31.019897374428076,6,2
36-50,21.10901679863221,4,1
18-25,16.97999900297993,5,3
Under 18,28.042503484562264,5,1
26-35,17.11403142755286,3,1
18-25,33.21886573213185,8,3
36-50,29.81144428508049,7,3
18-25,20.61330515133972,6,3
18-25,28.40891544292784,7,2
36-50,25.973999969463417,7,2
26-35,14.679745712662315,3,1
18-25,14.285961890252008,3,1
26-35,27.28597810252885,5,2
26-35,26.276348646233128,6,2
26-35,35.46502874282817,7,3
18-25,22.11440255129232,4,1
36-50,14.387691708589664,4,2
36-50,18.728034125642633,4,2
26-35,30.944509914150416,9,3
Under 18,7.2416908397127795,2,1
36-50,13.531846637851336,3,1
26-35,22.018761228297755,5,2
26-35,32.413722216289585,6,3
18-25,18.482763357859845,4,1
36-50,24.765595812813444,6,2
26-35,25.03851960409485,5,1
Under 18,19.01403538369256,5,2
18-25,15.42349405401122,3,1
36-50,27.0389537878836,7,2
Under 18,11.220124813802979,2,1
50+,16.831714577950645,3,1
26-35,34.169034704213814,8,3
26-35,18.886032820215135,3,1
18-25,9.105638550286972,2,1
18-25,5.1822071024920575,1,1
50+,21.33137302976013,4,1
18-25,25.13530928252611,7,4
36-50,19.93461867626832,4,2
18-25,11.102801508627405,2,1
Under 18,18.9773207250337,3,1
Under 18,28.24666127852697,7,2
26-35,14.845624669661122,3,1
50+,23.290872098361774,5,1
18-25,8.133396953663441,2,1
18-25,12.041114379732969,2,1
18-25,20.76493906825365,4,1
26-35,32.58122026972083,6,2
18-25,30.301498921371795,7,2
36-50,27.950539112880968,6,2
26-35,37.418119314838926,8,5
26-35,26.456483903436833,6,3
Under 18,15.648884464421844,3,1
50+,23.92043184561991,6,2
18-25,29.54452813788279,6,2
Under 18,26.51576141830313,8,2
26-35,29.900485470192805,9,3
26-35,36.135773254761624,7,2
18-25,22.393798085885123,4,2
18-25,19.85628148933556,4,1
36-50,26.35312879599294,7,2
18-25,23.34305769981098,5,2
36-50,27.31174673000845,7,3
26-35,23.944509353814627,5,2
18-25,26.36475219915431,7,2
18-25,26.00331525833383,7,3
18-25,21.493444932079775,6,2
36-50,17.49819213372569,3,1
26-35,34.92499454872756,11,3
18-25,11.532397772940998,3,1
26-35,17.338353817727644,5,2
50+,18.840114238136934,4,1
18-25,2.444703495060292,1,1
50+,25.714796670867493,6,2
18-25,20.102845676169306,4,1
Under 18,30.77638269838603,7,3
18-25,32.628235196918126,7,2
18-25,18.91618061022307,4,2
18-25,29.441257379053386,9,3
Under 18,12.57922000966827,2,1
50+,20.16648561106865,5,2
36-50,19.159662101569474,4,1
26-35,30.571887214375582,6,2
18-25,26.178014549525816,7,2
Under 18,18.880644691266475,4,1
Under 18,23.813749373838576,5,2
26-35,32.557650423137616,6,2
50+,18.939100676414746,3,1
18-25,37.77328222982864,8,3
Under 18,19.0400296312542,5,2
26-35,38.24685022616266,7,4
18-25,28.017738866658718,5,1
18-25,6.980731884919862,1,1
26-35,36.943787263432725,7,3
26-35,33.59155994382998,8,2
Under 18,20.79902143141296,6,3
Under 18,22.582114425852453,5,1
50+,20.46395464193617,6,2
18-25,29.627160503826698,7,3
Under 18,17.108464260657783,4,1
18-25,31.102016947090867,7,3
Under 18,12.411588844456437,4,1
18-25,7.679065722832949,1,1
36-50,25.56091493059782,6,2
18-25,28.813183338932348,6,2
18-25,18.742916334751314,5,2
26-35,6.886250887339781,1,1
26-35,13.072477523845958,3,1
36-50,24.61770302959036,5,2
36-50,21.93967028690333,4,1
Under 18,28.98996315688109,6,2
36-50,22.437546377957432,5,3
18-25,14.815881954079961,3,1
50+,19.545405620573526,4,1
18-25,27.109284414825222,6,3
50+,24.75617215270944,5,2
36-50,21.333943850445262,5,2
18-25,20.471969369429882,4,1
26-35,31.234175453213517,8,3
50+,14.256958329070951,2,1
36-50,26.42064045100991,6,2
Under 18,18.37571523068641,5,2
26-35,24.39539436539007,6,2
18-25,20.018734836808186,6,3
Under 18,20.90712925118891,6,2
18-25,33.39648716070607,6,2
18-25,16.7171282708648,3,1
36-50,19.495036212170156,6,2
18-25,30.127163131035047,6,2
36-50,24.6681450717686,6,2
Under 18,25.372889970461294,7,3
18-25,12.788246418928734,3,1
18-25,21.725039251699396,5,2
18-25,25.67263022641805,7,3
Under 18,15.279412593012601,3,1
18-25,24.39945003007572,5,2
26-35,23.36481984168156,5,2
18-25,15.482054459284766,4,1
18-25,27.09234010032791,6,3
18-25,27.96539189240546,5,2
36-50,22.77237333346416,4,1
50+,20.25352197634442,4,2
18-25,29.272123535514652,7,2
18-25,17.23159059121318,5,3
Under 18,22.440070971473343,5,2
50+,16.06828273401304,3,1
Under 18,12.8707940076355,2,1
18-25,17.237465384012026,4,1
18-25,12.125395111258669,2,1
18-25,22.9788919208431,7,3
18-25,14.59473828456278,3,1
36-50,13.617677602044008,3,1
Under 18,25.19894792007952,5,1
26-35,30.421382960747536,8,4
Under 18,17.688145003514677,4,1
Under 18,24.922411979382627,7,4
50+,13.969520298438145,2,1
18-25,17.393784941551992,4,1
36-50,24.443980864827942,5,1
26-35,33.27041457109365,8,4
Under 18,17.322924499531858,4,2
50+,15.020451155327157,3,1
18-25,26.87754927035548,5,2
36-50,25.676118506886024,5,2
18-25,21.04106450109755,6,2
36-50,29.086713089339767,8,4
Under 18,33.62903860134647,10,4
26-35,27.92733422822642,7,3
36-50,18.460769398806015,4,1
50+,20.48654553268763,4,2
50+,13.900330567236,3,1
36-50,29.452976597075782,6,2
36-50,17.790103397023493,4,2
18-25,18.648017018675908,4,1
18-25,14.13626497779629,2,1
18-25,21.275212860396056,6,2
18-25,21.52218001554515,5,1
18-25,25.198521679635476,6,2
26-35,25.957137503687964,6,2
18-25,20.32386933385121,5,2
26-35,20.40895929284492,4,1
18-25,17.995568834012985,4,2
18-25,10.249609133093761,2,1
26-35,36.149607264154476,9,3
36-50,21.434189065237433,5,2
26-35,38.12557145282776,9,3
26-35,24.03176762018078,6,2
18-25,6.685129770007526,1,1
26-35,21.39684862074022,4,2
Under 18,19.98175638295925,6,2
18-25,20.457452532044176,6,3
18-25,24.737860587340872,6,2
Under 18,21.217163391192496,6,2
18-25,17.641026155832648,4,1
50+,13.425051488239813,4,2
50+,15.968158203689839,3,1
18-25,24.23168090526114,5,2
Under 18,26.008888963712092,7,3
18-25,15.28300090288307,4,1
18-25,27.04897519348936,7,2
50+,20.84532036911391,4,1
Under 18,13.790410591517002,2,1
36-50,23.4802303033395,5,2
Under 18,22.58836944094965,6,2
50+,12.677785993934188,3,1
18-25,10.489536608265212,2,1
36-50,24.842914272423016,6,2
18-25,16.820068084385063,5,2
26-35,37.09681368426911,9,4
18-25,32.04746394834727,6,3
Under 18,23.303925023710722,6,3
50+,22.758700533855592,5,2
50+,12.880732767183321,2,1
36-50,14.00861988364843,3,1
26-35,23.868685503525615,6,3
36-50,14.280636470445884,4,1
Under 18,22.153463961339384,6,2
18-25,14.51426540548202,3,1
18-25,21.333190648976107,4,2
26-35,23.61518465478134,6,3
18-25,24.461466605355426,8,4
Under 18,22.284371462767982,5,2
26-35,21.768614871188664,5,2
36-50,13.789686009408982,4,1
18-25,21.13757411501381,6,2
Under 18,7.802664213931736,2,1
18-25,28.722748375851126,6,2
18-25,23.702538562129188,7,3
18-25,25.899422006008823,7,3
26-35,17.244127733522426,5,2
26-35,27.848648839812228,7,4
26-35,19.667177553736934,4,2
18-25,21.043487992277935,5,1
36-50,16.00938322149191,3,1
18-25,19.415906975470495,3,1
18-25,10.350286497807648,2,1
36-50,21.039816457954267,4,2
18-25,8.48932786885785,2,1
Under 18,32.229795962514316,7,4
36-50,22.962429922413694,7,2
18-25,20.039761512977535,4,1
26-35,30.408456443594112,9,4
Under 18,10.904852254944302,2,1
26-35,18.753992264800168,5,1
18-25,23.71741870463299,5,1
Under 18,21.1301826543462,6,2
26-35,19.2427993570021,3,1
18-25,24.536319968678875,7,2
18-25,22.11911901024086,5,1
Under 18,23.53890090889385,5,1
Under 18,22.728169361749867,7,3
18-25,15.230179001046501,4,2
Under 18,19.469066542250427,4,2
50+,8.714719046951936,1,1
Under 18,16.424174574305365,3,1
18-25,18.282596918865494,3,1
Under 18,24.387274033244196,6,3
18-25,23.585056321214026,7,3
50+,14.239590995182269,3,1
18-25,14.580558428162565,4,2
50+,24.534871494190014,6,2
18-25,17.94264120366846,3,1
26-35,25.913999353216038,6,3
26-35,31.28198912019691,6,2
36-50,21.522989991766114,4,1
26-35,23.78672062265182,6,2
26-35,22.477344940456863,7,2
18-25,16.436489003627898,5,2
18-25,21.000317690199402,5,1
50+,8.88768169996427,2,1
18-25,17.472184737521864,3,1
18-25,23.781756179998897,6,2
36-50,24.542073936191233,5,1
18-25,29.877452650279608,6,2
50+,22.18708754504426,6,2
26-35,28.266061648130037,7,2
26-35,25.229303536164252,6,2
36-50,19.260800786042402,5,1
Under 18,23.52287777434942,5,2
18-25,22.264426715841086,4,1
18-25,17.380025764604127,4,2
18-25,13.930358224083578,4,2
26-35,24.57521483660591,7,2
50+,23.780034817135505,5,2
18-25,20.771451658119084,4,1
18-25,20.19878256040558,5,3
50+,20.115834934495044,4,1
18-25,23.36924398284263,5,1
18-25,21.74235083527004,6,3
18-25,19.70543768054152,6,2
50+,15.459089783672956,3,1
26-35,33.03885379368822,7,3
36-50,19.43823002524906,4,1
36-50,31.433971527169412,10,4
18-25,21.080510241900857,4,1
18-25,20.368838575620515,6,3
36-50,26.55987051903739,6,2
18-25,15.427696926080834,3,1
36-50,25.443203445914996,5,1
50+,18.57629127600405,4,1
26-35,28.287050738276605,7,2
26-35,19.531243968975325,6,2
36-50,17.842177521834067,5,1
36-50,11.004894480141012,3,1
18-25,16.799225906449628,3,1
Under 18,16.432055310717363,3,1
18-25,15.3284076577594,3,1
26-35,24.076306285491373,5,2
18-25,20.44985760129601,4,2
26-35,28.997930153845257,9,3
18-25,23.9605250036932,6,2
26-35,30.20382808302019,6,3
18-25,24.846096817786282,5,2
26-35,27.20250396606816,8,3
26-35,25.441815064910326,7,4
18-25,26.50372526266365,7,2
18-25,24.85300094864718,6,3
26-35,13.144273259404457,2,1
18-25,18.790483961918248,4,1
18-25,7.3761968394274025,2,1
50+,8.885205067830485,1,1
26-35,20.92899843663799,5,1
50+,17.360035403640342,3,1
18-25,17.03075713349982,4,1
18-25,7.567370836064944,1,1
36-50,26.650575265858095,5,1
26-35,19.344458273385893,6,2
26-35,28.91500957416923,6,3
18-25,15.243935862984367,4,2
18-25,16.51657351843593,5,2
Under 18,23.03578897476511,6,2
18-25,17.555969849634998,3,1
Under 18,21.19355306253328,5,1
Under 18,21.94125664156522,6,2
50+,10.864350462257567,3,1
18-25,23.344521113687286,7,2
26-35,17.499085714477033,5,1
36-50,15.333621532125674,4,2
26-35,19.187182767178538,6,2
18-25,25.70141595512645,8,3
26-35,12.19704244429241,3,1
26-35,30.20798273152894,7,3
26-35,27.71642371656603,6,3
36-50,22.44600245885448,6,2
50+,19.233382490225,6,3
26-35,22.67917249247111,5,2
18-25,24.776011442856586,5,2
26-35,21.5875144221322,4,2
Under 18,8.625983211844762,1,1
36-50,21.536669155925452,7,2
Under 18,25.609496434746685,7,4
18-25,23.44427066523807,5,2
36-50,32.88641151864555,10,3
26-35,22.97449751813124,7,3
18-25,18.874737118633618,4,2
18-25,18.366834925036255,4,2
36-50,17.34213444060712,3,1
18-25,16.68797604136062,4,2
36-50,15.766688911631206,3,1
Under 18,3.9428499855254344,1,1
36-50,18.518663206554706,4,1
36-50,22.140930754559086,5,2
18-25,24.41504591791119,6,2
18-25,15.97041039101174,4,1
18-25,16.051608760482285,3,1
26-35,33.24495735457201,9,3
26-35,14.350612618791347,2,1
26-35,23.693814280409867,5,1
18-25,26.70078276712466,6,3
18-25,15.041110032589616,3,1
Under 18,9.265250668559613,2,1
18-25,31.94794706868495,10,4
26-35,31.394362550592135,7,3
36-50,26.98221222573681,5,3
26-35,24.285523996709404,5,3
18-25,24.484389653044225,7,3
50+,5.548055524429145,1,1
26-35,21.50164802575382,5,2
50+,22.737848801590104,5,2
26-35,13.832763329860306,3,1
18-25,17.665827767819955,3,1
Under 18,22.23763351537371,4,1
26-35,18.725785747279957,4,1
Under 18,20.05162634182766,4,2
18-25,22.699794450205918,4,2
26-35,27.415779948894034,5,2
26-35,21.794055297497735,4,1
26-35,18.36757728495101,4,1
18-25,22.773056061813886,4,2
18-25,22.374066090552937,6,2
26-35,27.320216106155435,8,3
50+,18.572477696644526,5,1
26-35,27.721163320486514,7,2
50+,22.38483051215137,5,1
36-50,23.859714823836974,6,3
26-35,25.78182537302203,5,3
18-25,16.311975025438084,4,2
26-35,36.08702480293486,7,2
26-35,16.015722212395918,3,1
26-35,23.377681294682038,6,2
18-25,16.436484902054577,4,2
26-35,10.383175767128161,2,1
18-25,22.47669010043392,4,1
26-35,23.37390584031175,5,1
18-25,20.223132708466984,4,1
36-50,20.927042953589954,4,1
18-25,25.272936605718616,6,2
Under 18,26.170258231031227,6,2
18-25,12.29114010427573,2,1
26-35,39.122705706107375,9,4
18-25,18.31877461567005,5,3
18-25,24.11306333954368,5,2
26-35,26.442515539163047,5,2
18-25,20.73999495935465,4,1
50+,20.78417767823887,5,1
50+,24.591586955958324,5,2
26-35,31.216455186928414,6,2
18-25,18.29657739430189,4,2
26-35,24.326008916073043,6,3
Under 18,16.055546494962897,3,1
18-25,25.006339122632077,5,2
18-25,24.12931315364336,5,2
50+,16.28941332643699,3,1
Under 18,29.28556481144503,8,2
26-35,33.590406436956535,7,3
26-35,39.58804888345,12,4
18-25,14.471212145205726,3,1
Under 18,19.29866723411374,5,1
50+,17.017456005223682,5,1
26-35,45.829696278139544,13,6
26-35,25.078740682373027,6,3
18-25,28.856203936761442,9,5
18-25,27.243373282664283,8,3
18-25,19.41239132942831,4,1
Under 18,20.38857576970457,4,2
Under 18,23.65948200482127,6,3
36-50,29.54705941353476,9,3
18-25,18.795961253302014,4,2
18-25,16.439937973005,3,1
26-35,32.45827520089447,8,5
36-50,15.11878809250707,3,1
Under 18,21.769180946228353,5,2
26-35,33.481383468251764,10,3
Under 18,23.011732717818038,4,1
Under 18,16.03117200038316,5,2
Under 18,12.991363778572058,4,1
36-50,29.122440457941643,9,4
Under 18,18.770339635115548,4,1
Under 18,13.690151781773384,3,1
18-25,27.97200211996031,6,2
36-50,26.806013224134283,8,3
18-25,12.637812198034583,2,1
18-25,37.600135667655934,10,5
Under 18,16.21627622248937,4,1
18-25,25.48834535636525,5,2
26-35,40.89267451589894,13,4
26-35,32.105760889462516,8,5
18-25,21.814256096024774,5,1
18-25,9.974131685261723,2,1
Under 18,34.287202585056896,8,5
18-25,26.05595575208126,5,2
Under 18,10.096022934184802,2,1
36-50,31.26776037954751,8,2
50+,18.3057611689278,5,2
50+,16.61171096969053,4,1
36-50,18.567378223356226,5,2
26-35,26.369294006589865,8,5
26-35,31.46371031185172,10,4
18-25,16.537151172816728,4,1
26-35,26.02066913995428,6,3
18-25,43.66430142340303,10,5
18-25,23.32989753790936,4,1
36-50,27.795448026316556,5,2
18-25,13.292116564575124,3,1
18-25,10.498179213184228,2,1
50+,25.32266396093907,6,2
Under 18,28.253478978834455,6,2
18-25,31.99700712018721,7,3
50+,17.602020197681504,5,1
26-35,35.034510661397476,10,5
26-35,4.565891246839264,1,1
18-25,23.78854620357828,7,2
18-25,27.23118545964627,7,3
36-50,17.870249129420458,4,2
26-35,33.44667108339295,7,3
26-35,23.56168713397641,5,1
Under 18,19.442095617110155,5,2
Under 18,18.189802486966794,5,2
50+,25.90658946707469,6,2
18-25,16.819451758989935,3,1
26-35,20.38668282995288,4,1
Under 18,13.9993917382109,3,1
26-35,22.051394050030492,5,2
50+,18.975016055795052,4,1
26-35,30.108712018937126,8,2
Under 18,14.726963350227415,4,1
26-35,27.983231279134284,7,3
36-50,25.6718252431493,5,2
18-25,13.47057244877048,3,1
36-50,22.378819862671815,6,3
26-35,24.32121221787469,5,2
36-50,22.443098156445622,4,1
26-35,20.760083862224015,4,2
Under 18,19.051501926162416,4,1
18-25,20.217495875499043,4,1
18-25,33.04833560528053,7,2
50+,18.223695809663806,5,2
36-50,30.03048519472067,6,3
26-35,36.31288789837296,8,3
18-25,10.767218947040528,3,1
18-25,17.961675591223035,4,2
36-50,30.4970398590031,7,2
18-25,21.267759239390276,4,1
18-25,19.185312873428416,3,1
26-35,31.000239620757913,9,3
Under 18,27.47267645699001,5,2
18-25,19.79440204400494,6,2
18-25,18.052220673861036,4,1
Under 18,3.4550148164169947,1,1
50+,18.235267488959366,4,1
18-25,17.331909781526793,4,1
Under 18,12.954307983105478,2,1
18-25,18.562653713483755,4,1
36-50,19.495528711364436,4,2
18-25,21.18415481596522,4,1
26-35,22.767976522707887,6,2
Under 18,23.1289816257245,7,3
Under 18,21.217339592356332,6,2
18-25,28.914845433791065,7,4
36-50,18.794212608098086,4,1
36-50,32.67909420153975,10,4
Under 18,27.470688265925197,7,2
26-35,36.89395327493163,12,4
50+,19.26384027286052,5,2
18-25,18.030784704907095,4,1
36-50,18.77231478427767,4,1
Under 18,32.26672818010093,6,2
50+,23.483307346369408,6,2
36-50,15.951302081270624,3,1
50+,22.888076566411726,6,2
26-35,18.397119410376227,3,1
18-25,22.270035293836436,6,3
50+,22.12966297302705,6,2
18-25,30.20583280524049,7,3
18-25,21.662810959412663,4,1
26-35,23.928031346648165,6,2
36-50,22.26479323431937,6,3
50+,23.334232311474192,5,2
18-25,25.518671868829717,5,2
36-50,21.901997493791246,4,1
26-35,10.093201064591478,2,1
Under 18,2.9586811780102735,1,1
18-25,21.577352125469726,6,2
18-25,11.731252342321016,2,1
18-25,16.29809256199799,4,1
50+,16.865289107315867,4,1
26-35,41.611883623260454,10,3
26-35,25.97898002376989,7,2
50+,21.599883980897594,4,1
18-25,23.531831383452648,5,3
36-50,7.468674744789428,2,1
18-25,17.20356273344732,4,1
36-50,14.679818586891288,3,1
18-25,32.090421669700156,8,2
50+,8.903428219777432,1,1
18-25,17.054232061105722,4,1
18-25,18.17490827542936,4,2
36-50,16.0849616964111,4,2
18-25,20.7099683080188,5,1
26-35,24.66177581332332,5,1
18-25,21.141319534282367,4,1
26-35,29.019930418344828,5,1
18-25,21.657732025802854,4,1
Under 18,22.663333729917134,4,1
18-25,27.78548142774681,8,3
18-25,8.452346065366193,1,1
18-25,24.89976546228243,5,1
18-25,12.680082807338039,3,1
18-25,15.503207092112902,3,1
Under 18,20.8475991538201,5,2
26-35,28.290568131308664,6,2
36-50,25.174324241490034,7,4
18-25,13.384147083275227,2,1
26-35,38.049550055601,8,4
26-35,21.657180059796353,6,3
18-25,14.9641496853649,4,1
26-35,14.824513078681663,4,1
18-25,10.406407724920642,2,1
26-35,13.801606921161829,4,1
Under 18,22.20050862605231,4,1
26-35,29.833432713630895,7,4
26-35,18.08635983192375,5,1
Under 18,12.00684828345101,3,1
18-25,18.51848111502978,5,2
50+,18.48643201554743,5,2
18-25,21.840842389926408,6,2
26-35,17.285707077956744,3,1
50+,17.164018642191035,4,1
26-35,37.53742043054,12,6
26-35,15.441887104189078,3,1
36-50,21.825229684063654,5,1
36-50,24.999886402717753,8,3
18-25,13.224859984108567,3,1
18-25,24.27920042479089,6,2
18-25,10.625352557677644,2,1
50+,21.17258650065195,5,2
26-35,25.346852151538737,5,2
Under 18,10.064054654082728,2,1
36-50,26.12599400791804,6,3
18-25,13.72897731260829,4,2
Under 18,18.9268242477483,3,1
26-35,30.041335112936018,7,3
18-25,13.248894965533943,3,1
36-50,18.830275004649533,4,1
18-25,27.88311459048354,5,1
36-50,9.581156351360956,2,1
26-35,36.349385859589155,9,5
Under 18,9.750219255930434,1,1
50+,14.503647664090222,4,1
26-35,27.259298775406975,8,3
18-25,24.221978954411263,6,2
18-25,22.085930187512417,6,2
36-50,22.283592307020385,5,2
18-25,16.947685043204505,4,2
18-25,30.929035324346323,8,4
Under 18,25.41069459802218,8,2
18-25,28.229234296220696,6,2
36-50,19.471856201568514,4,2
18-25,3.7025166882589353,1,1
18-25,27.140212246064117,8,2
18-25,22.49503496815449,6,3
18-25,21.280029113529103,6,3
50+,15.163125832467395,4,1
18-25,17.563169893036267,4,1
50+,15.00475125446659,3,1
18-25,20.31617481431275,5,2
18-25,12.050257701402879,2,1
36-50,26.575665282992762,6,2
18-25,34.2564036091518,10,4
26-35,20.218779235541923,5,2
50+,10.036047113865251,3,1
Under 18,19.28589466557845,5,2
Under 18,22.20656335592773,4,2
26-35,28.62603115444075,8,3
18-25,31.21757340189987,8,3
18-25,25.710620581045802,5,2
Under 18,7.318926675821501,1,1
Under 18,11.348185974854225,2,1
36-50,24.433922707214577,6,3
Under 18,16.820928058665643,4,1
18-25,30.605889414648445,9,3
26-35,17.502938504873057,4,2
18-25,26.724969671770488,5,2
Under 18,15.454618723713217,4,2
36-50,23.573159129182336,6,2
Under 18,14.204518977328945,3,1
36-50,25.35315746604848,7,4
36-50,28.436267831212994,8,5
18-25,21.770966495220186,7,4
26-35,40.27306029908168,8,3
18-25,14.956946474537052,3,1
18-25,20.685779824104245,6,3
36-50,27.075096405584894,5,3
36-50,16.30133287507967,3,1
18-25,20.436013060321166,5,2
26-35,30.312319119321472,6,2
50+,22.645999300788315,6,3
50+,23.709216203421306,5,2
26-35,18.0474970534727,4,2
18-25,22.01780876589274,5,2
18-25,10.795622569808815,2,1
50+,14.378128943161462,3,1
Under 18,18.781208380630133,3,1
26-35,34.15222067161155,10,6
18-25,23.69540665243799,6,3
18-25,20.28063701663443,6,3
18-25,23.140596975783794,5,2
50+,20.606019449983137,5,3
Under 18,22.58316356287483,6,2
26-35,20.399384357833654,4,2
Under 18,13.303172815069773,2,1
18-25,18.436967472909597,5,2
18-25,14.442971935253365,3,1
26-35,29.97022602263369,6,2
18-25,30.702693151910985,9,3
18-25,23.94548352680144,6,2
